Instância,Solução ótima (SO),Solução inicial,Solução encontrada (SE),% de desvio em relação à solução ótima,Tempo computacional,Heurística Inicial,Algoritmo Pós-processamento
pr226,80369,95713.92,83464.12,3.851136632283586,0,NearestNeighbor,LinKernighanHeuristic
pr226,80369,95713.92,95713.92,19.093083153952392,0,NearestNeighbor,OptK
pr226,80369,95713.92,84584.42,5.245082059002847,1411,NearestNeighbor,OptOr
pr226,80369,95713.92,89448.07,11.29673132675535,6626,NearestNeighbor,Opt3
pr226,80369,95713.92,83311.61,3.6613744105314248,85,NearestNeighbor,Opt2
pr226,80369,118209.33,87296.41,8.61950503303513,1,MinimumSpanningTreeHeuristic,LinKernighanHeuristic
pr226,80369,118209.33,118209.33,47.08324105065386,0,MinimumSpanningTreeHeuristic,OptK
pr226,80369,118209.33,102210.7,27.17677213851111,3209,MinimumSpanningTreeHeuristic,OptOr
pr226,80369,118209.33,88952.36,10.679938782366335,6626,MinimumSpanningTreeHeuristic,Opt3
pr226,80369,118209.33,87296.41,8.61950503303513,85,MinimumSpanningTreeHeuristic,Opt2
pr226,80369,97595.76,85563.03,6.462728166332789,1,CheapestInsertion,LinKernighanHeuristic
pr226,80369,97595.76,97595.76,21.434582985977173,0,CheapestInsertion,OptK
pr226,80369,97595.76,93729.77,16.62428299468701,743,CheapestInsertion,OptOr
pr226,80369,97595.76,90723.16,12.883275889957574,6623,CheapestInsertion,Opt3
pr226,80369,97595.76,93190.92,15.95381303736515,86,CheapestInsertion,Opt2
pr226,80369,84124.49,82779.42,2.9991912304495494,0,FarthestInsertion,LinKernighanHeuristic
pr226,80369,84124.49,84124.49,4.672809167713926,0,FarthestInsertion,OptK
pr226,80369,84124.49,81414.06,1.300327240602717,457,FarthestInsertion,OptOr
pr226,80369,84124.49,83016.43,3.2940934937600233,4416,FarthestInsertion,Opt3
pr226,80369,84124.49,82779.42,2.9991912304495494,68,FarthestInsertion,Opt2
pr226,80369,1718139.06,87972.27,9.46045116898307,1,RandomPathConstruction,LinKernighanHeuristic
pr226,80369,1718139.06,1710536.13,2028.3531336709427,0,RandomPathConstruction,OptK
pr226,80369,1718139.06,126573.82,57.490848461471465,5292,RandomPathConstruction,OptOr
pr226,80369,1718139.06,98761.38,22.88491831427541,5520,RandomPathConstruction,Opt3
pr226,80369,1718139.06,87472.54,8.838656695989739,136,RandomPathConstruction,Opt2
pr264,49135,58022.86,52848.89,7.5585427902717,1,NearestNeighbor,LinKernighanHeuristic
pr264,49135,58022.86,58022.86,18.088653709168618,0,NearestNeighbor,OptK
pr264,49135,58022.86,54624.35,11.17197517044876,1857,NearestNeighbor,OptOr
pr264,49135,58022.86,57779.04,17.59242902208202,4006,NearestNeighbor,Opt3
pr264,49135,58022.86,53526.96,8.938557036735522,163,NearestNeighbor,Opt2
pr264,49135,67246.18,57050.46,16.109616363081305,0,MinimumSpanningTreeHeuristic,LinKernighanHeuristic
pr264,49135,67246.18,67246.18,36.860038668973225,0,MinimumSpanningTreeHeuristic,OptK
pr264,49135,67246.18,57134.13,16.279902309962342,4001,MinimumSpanningTreeHeuristic,OptOr
pr264,49135,67246.18,58660.17,19.385712831993484,12006,MinimumSpanningTreeHeuristic,Opt3
pr264,49135,67246.18,57134.67,16.281001322885924,135,MinimumSpanningTreeHeuristic,Opt2
pr264,49135,60997.06,51880.68,5.588032970387708,1,CheapestInsertion,LinKernighanHeuristic
pr264,49135,60997.06,60997.06,24.141772667141545,0,CheapestInsertion,OptK
pr264,49135,60997.06,52887.96,7.638058410501677,3719,CheapestInsertion,OptOr
pr264,49135,60997.06,54257.88,10.426132085071735,8016,CheapestInsertion,Opt3
pr264,49135,60997.06,51880.68,5.588032970387708,136,CheapestInsertion,Opt2
pr264,49135,55063.04,54519.67,10.958929480004066,1,FarthestInsertion,LinKernighanHeuristic
pr264,49135,55063.04,55063.04,12.064801058308742,0,FarthestInsertion,OptK
pr264,49135,55063.04,52983.8,7.833112852345585,1430,FarthestInsertion,OptOr
pr264,49135,55063.04,54812.53,11.554960822224482,6010,FarthestInsertion,Opt3
pr264,49135,55063.04,54519.67,10.958929480004066,54,FarthestInsertion,Opt2
pr264,49135,1171186.78,53011.61,7.889712017909842,1,RandomPathConstruction,LinKernighanHeuristic
pr264,49135,1171186.78,1171186.78,2283.6100132288593,0,RandomPathConstruction,OptK
pr264,49135,1171186.78,91123.86,85.45611071537601,12244,RandomPathConstruction,OptOr
pr264,49135,1171186.78,56987.1,15.980665513381497,14084,RandomPathConstruction,Opt3
pr264,49135,1171186.78,53651.84,9.192713951358494,136,RandomPathConstruction,Opt2
pr299,48191,62523.38,53507.02,11.031146894648373,1,NearestNeighbor,LinKernighanHeuristic
pr299,48191,62523.38,62523.38,29.740781473719153,0,NearestNeighbor,OptK
pr299,48191,62523.38,54630.43,13.362308314830571,6590,NearestNeighbor,OptOr
pr299,48191,62523.38,53139.79,10.269116640036522,16131,NearestNeighbor,Opt3
pr299,48191,62523.38,54996.77,14.122491751571864,154,NearestNeighbor,Opt2
pr299,48191,63569.24,54028.05,12.112323877902519,1,MinimumSpanningTreeHeuristic,LinKernighanHeuristic
pr299,48191,63569.24,63569.24,31.911020730011824,0,MinimumSpanningTreeHeuristic,OptK
pr299,48191,63569.24,55283.35,14.717167105891138,5743,MinimumSpanningTreeHeuristic,OptOr
pr299,48191,63569.24,54168.91,12.404619119752658,12898,MinimumSpanningTreeHeuristic,Opt3
pr299,48191,63569.24,54022.45,12.100703450851814,193,MinimumSpanningTreeHeuristic,Opt2
pr299,48191,56674.7,54072.95,12.205494801933964,0,CheapestInsertion,LinKernighanHeuristic
pr299,48191,56674.7,56674.7,17.60432445892386,0,CheapestInsertion,OptK
pr299,48191,56674.7,52937.99,9.85036625095972,2234,CheapestInsertion,OptOr
pr299,48191,56674.7,54818.47,13.752505654582809,9689,CheapestInsertion,Opt3
pr299,48191,56674.7,53539.35,11.098234110103542,192,CheapestInsertion,Opt2
pr299,48191,52012.19,51537.26,6.9437446826170905,0,FarthestInsertion,LinKernighanHeuristic
pr299,48191,52012.19,52012.19,7.929260650328905,0,FarthestInsertion,OptK
pr299,48191,52012.19,50591.71,4.981656325869974,1045,FarthestInsertion,OptOr
pr299,48191,52012.19,51388.73,6.635533605860022,12913,FarthestInsertion,Opt3
pr299,48191,52012.19,51262.09,6.372745948413597,155,FarthestInsertion,Opt2
pr299,48191,793707.12,51239.49,6.325849224959013,1,RandomPathConstruction,LinKernighanHeuristic
pr299,48191,793707.12,791897.42,1543.2475358469426,0,RandomPathConstruction,OptK
pr299,48191,793707.12,63280.51,31.3118839617356,28891,RandomPathConstruction,OptOr
pr299,48191,793707.12,60553.16,25.652424726608707,22605,RandomPathConstruction,Opt3
pr299,48191,793707.12,54055.67,12.169637484177539,231,RandomPathConstruction,Opt2
rat195,2323,2761.96,2489.73,7.177356866121396,1,NearestNeighbor,LinKernighanHeuristic
rat195,2323,2761.96,2761.96,18.896254842875592,0,NearestNeighbor,OptK
rat195,2323,2761.96,2536.27,9.180800688764528,868,NearestNeighbor,OptOr
rat195,2323,2761.96,2529.52,8.890228153250106,2508,NearestNeighbor,Opt3
rat195,2323,2761.96,2489.92,7.185535944898841,56,NearestNeighbor,Opt2
rat195,2323,3216.05,2520.74,8.512268618166155,1,MinimumSpanningTreeHeuristic,LinKernighanHeuristic
rat195,2323,3216.05,3216.05,38.443822643133885,0,MinimumSpanningTreeHeuristic,OptK
rat195,2323,3216.05,2521.32,8.537236332328892,1555,MinimumSpanningTreeHeuristic,OptOr
rat195,2323,3216.05,2628.29,13.14205768402927,2510,MinimumSpanningTreeHeuristic,Opt3
rat195,2323,3216.05,2568.87,10.58415841584158,45,MinimumSpanningTreeHeuristic,Opt2
rat195,2323,2737.76,2533.97,9.081790787774422,0,CheapestInsertion,LinKernighanHeuristic
rat195,2323,2737.76,2737.76,17.854498493327604,0,CheapestInsertion,OptK
rat195,2323,2737.76,2451.64,5.537666810159271,849,CheapestInsertion,OptOr
rat195,2323,2737.76,2587.02,11.365475678002582,1884,CheapestInsertion,Opt3
rat195,2323,2737.76,2561.91,10.28454584588893,44,CheapestInsertion,Opt2
rat195,2323,2599.67,2588.52,11.430047352561342,0,FarthestInsertion,LinKernighanHeuristic
rat195,2323,2599.67,2599.67,11.910030133448132,0,FarthestInsertion,OptK
rat195,2323,2599.67,2509.47,8.02712010331467,329,FarthestInsertion,OptOr
rat195,2323,2599.67,2589.1,11.45501506672406,1883,FarthestInsertion,Opt3
rat195,2323,2599.67,2588.52,11.430047352561342,22,FarthestInsertion,Opt2
rat195,2323,22848.76,2605.06,12.14205768402927,0,RandomPathConstruction,LinKernighanHeuristic
rat195,2323,22848.76,22848.76,883.5884631941453,0,RandomPathConstruction,OptK
rat195,2323,22848.76,2803.58,20.68790357296599,1579,RandomPathConstruction,OptOr
rat195,2323,22848.76,2764.35,18.999139044339213,4392,RandomPathConstruction,Opt3
rat195,2323,22848.76,2625.02,13.001291433491174,56,RandomPathConstruction,Opt2
rd100,7910,9941.16,8553.76,8.138558786346401,0,NearestNeighbor,LinKernighanHeuristic
rd100,7910,9941.16,9941.16,25.678381795195953,0,NearestNeighbor,OptK
rd100,7910,9941.16,8739.84,10.491024020227561,112,NearestNeighbor,OptOr
rd100,7910,9941.16,9019.72,14.029329962073318,244,NearestNeighbor,Opt3
rd100,7910,9941.16,8255.74,4.370922882427304,9,NearestNeighbor,Opt2
rd100,7910,10791.66,9037.06,14.24854614412136,0,MinimumSpanningTreeHeuristic,LinKernighanHeuristic
rd100,7910,10791.66,10791.66,36.43059418457648,0,MinimumSpanningTreeHeuristic,OptK
rd100,7910,10791.66,9000.86,13.790897597977251,128,MinimumSpanningTreeHeuristic,OptOr
rd100,7910,10791.66,9086.85,14.87800252844501,145,MinimumSpanningTreeHeuristic,Opt3
rd100,7910,10791.66,8872.15,12.163716814159288,7,MinimumSpanningTreeHeuristic,Opt2
rd100,7910,8904.47,8741.91,10.517193426042981,0,CheapestInsertion,LinKernighanHeuristic
rd100,7910,8904.47,8904.47,12.572313527180775,0,CheapestInsertion,OptK
rd100,7910,8904.47,8295.96,4.879393173198472,70,CheapestInsertion,OptOr
rd100,7910,8904.47,8738.87,10.478761061946914,145,CheapestInsertion,Opt3
rd100,7910,8904.47,8741.91,10.517193426042981,4,CheapestInsertion,Opt2
rd100,7910,8947.95,8840.49,11.763463969658657,0,FarthestInsertion,LinKernighanHeuristic
rd100,7910,8947.95,8947.95,13.121997471555002,0,FarthestInsertion,OptK
rd100,7910,8947.95,8720.94,10.252085967130222,35,FarthestInsertion,OptOr
rd100,7910,8947.95,8947.95,13.121997471555002,49,FarthestInsertion,Opt3
rd100,7910,8947.95,8840.49,11.763463969658657,3,FarthestInsertion,Opt2
rd100,7910,56448.22,9317.77,17.79734513274337,0,RandomPathConstruction,LinKernighanHeuristic
rd100,7910,56448.22,54653.68,590.9441213653604,0,RandomPathConstruction,OptK
rd100,7910,56448.22,9081.78,14.813906447534775,182,RandomPathConstruction,OptOr
rd100,7910,56448.22,9207.36,16.4015170670038,244,RandomPathConstruction,Opt3
rd100,7910,56448.22,8436.74,6.659165613147912,9,RandomPathConstruction,Opt2
ts225,126643,155806.65,133600.49,5.493781732902719,1,NearestNeighbor,LinKernighanHeuristic
ts225,126643,155806.65,155806.65,23.028236854780758,0,NearestNeighbor,OptK
ts225,126643,155806.65,142404.61,12.445701696895988,841,NearestNeighbor,OptOr
ts225,126643,155806.65,147964.32,16.8357666827223,3254,NearestNeighbor,Opt3
ts225,126643,155806.65,134211.64,5.976358740712091,67,NearestNeighbor,Opt2
ts225,126643,190658.57,139375.34,10.05372582772044,0,MinimumSpanningTreeHeuristic,LinKernighanHeuristic
ts225,126643,190658.57,190658.57,50.54805239926408,0,MinimumSpanningTreeHeuristic,OptK
ts225,126643,190658.57,151515.32,19.639711630330936,3143,MinimumSpanningTreeHeuristic,OptOr
ts225,126643,190658.57,152282.66,20.245619576289258,5427,MinimumSpanningTreeHeuristic,Opt3
ts225,126643,190658.57,138592.71,9.435744573328169,84,MinimumSpanningTreeHeuristic,Opt2
ts225,126643,144217.09,132552.83,4.666527166918019,0,CheapestInsertion,LinKernighanHeuristic
ts225,126643,144217.09,144217.09,13.87687436336789,0,CheapestInsertion,OptK
ts225,126643,144217.09,135503.37,6.996336157545222,896,CheapestInsertion,OptOr
ts225,126643,144217.09,129587.01,2.324652764069072,3256,CheapestInsertion,Opt3
ts225,126643,144217.09,131853.85,4.114597727470137,67,CheapestInsertion,Opt2
ts225,126643,142605.95,142605.95,12.604684033069347,1,FarthestInsertion,LinKernighanHeuristic
ts225,126643,142605.95,142605.95,12.604684033069347,0,FarthestInsertion,OptK
ts225,126643,142605.95,141313.69,11.584288116990283,440,FarthestInsertion,OptOr
ts225,126643,142605.95,141582.8,11.796783083155002,2171,FarthestInsertion,Opt3
ts225,126643,142605.95,142605.95,12.604684033069347,34,FarthestInsertion,Opt2
ts225,126643,1654691.14,136299.53,7.625000987026523,1,RandomPathConstruction,LinKernighanHeuristic
ts225,126643,1654691.14,1646051.99,1199.7575783896466,0,RandomPathConstruction,OptK
ts225,126643,1654691.14,146074.3,15.34336678695229,6652,RandomPathConstruction,OptOr
ts225,126643,1654691.14,159136.56,25.657604447146703,8692,RandomPathConstruction,Opt3
ts225,126643,1654691.14,133094.24,5.094035990935141,185,RandomPathConstruction,Opt2
tsp225,3916,4786.42,4163.03,6.308222676200198,1,NearestNeighbor,LinKernighanHeuristic
tsp225,3916,4786.42,4786.42,22.22727272727273,0,NearestNeighbor,OptK
tsp225,3916,4786.42,4249.55,8.517620020429014,1809,NearestNeighbor,OptOr
tsp225,3916,4786.42,4335.05,10.700970377936676,3256,NearestNeighbor,Opt3
tsp225,3916,4786.42,4163.03,6.308222676200198,84,NearestNeighbor,Opt2
tsp225,3916,5111.73,4196.05,7.151430030643518,1,MinimumSpanningTreeHeuristic,LinKernighanHeuristic
tsp225,3916,5111.73,5111.73,30.53447395301327,0,MinimumSpanningTreeHeuristic,OptK
tsp225,3916,5111.73,4170.2,6.491317671092947,2798,MinimumSpanningTreeHeuristic,OptOr
tsp225,3916,5111.73,4231.82,8.06486210418794,5427,MinimumSpanningTreeHeuristic,Opt3
tsp225,3916,5111.73,4196.05,7.151430030643518,84,MinimumSpanningTreeHeuristic,Opt2
tsp225,3916,4714.68,4312.02,10.112870275791636,0,CheapestInsertion,LinKernighanHeuristic
tsp225,3916,4714.68,4714.68,20.395301327885605,0,CheapestInsertion,OptK
tsp225,3916,4714.68,4218.19,7.716802860061277,1530,CheapestInsertion,OptOr
tsp225,3916,4714.68,4500.09,14.915474974463741,4339,CheapestInsertion,Opt3
tsp225,3916,4714.68,4349.42,11.067926455566907,50,CheapestInsertion,Opt2
tsp225,3916,4298.23,4223.0,7.839632277834525,0,FarthestInsertion,LinKernighanHeuristic
tsp225,3916,4298.23,4298.23,9.760725229826342,0,FarthestInsertion,OptK
tsp225,3916,4298.23,4111.29,4.986976506639427,983,FarthestInsertion,OptOr
tsp225,3916,4298.23,4284.47,9.409346271705829,3254,FarthestInsertion,Opt3
tsp225,3916,4298.23,4223.0,7.839632277834525,50,FarthestInsertion,Opt2
tsp225,3916,39296.92,4338.15,10.780132788559746,1,RandomPathConstruction,LinKernighanHeuristic
tsp225,3916,39296.92,39158.63,899.9650153217567,0,RandomPathConstruction,OptK
tsp225,3916,39296.92,4424.78,12.992339121552599,7786,RandomPathConstruction,OptOr
tsp225,3916,39296.92,4525.82,15.572522982635334,5425,RandomPathConstruction,Opt3
tsp225,3916,39296.92,4326.18,10.474463738508689,100,RandomPathConstruction,Opt2
u159,42080,53737.89,48204.44,14.55427756653993,1,NearestNeighbor,LinKernighanHeuristic
u159,42080,53737.89,53737.89,27.704111216730038,0,NearestNeighbor,OptK
u159,42080,53737.89,47786.81,13.561810836501895,440,NearestNeighbor,OptOr
u159,42080,53737.89,47803.96,13.602566539923952,1433,NearestNeighbor,Opt3
u159,42080,53737.89,47903.92,13.840114068441062,24,NearestNeighbor,Opt2
u159,42080,57316.69,44970.82,6.869819391634981,0,MinimumSpanningTreeHeuristic,LinKernighanHeuristic
u159,42080,57316.69,57316.69,36.20886406844107,0,MinimumSpanningTreeHeuristic,OptK
u159,42080,57316.69,48219.63,14.590375475285164,582,MinimumSpanningTreeHeuristic,OptOr
u159,42080,57316.69,46934.33,11.535955323193921,1146,MinimumSpanningTreeHeuristic,Opt3
u159,42080,57316.69,44708.2,6.245722433460069,36,MinimumSpanningTreeHeuristic,Opt2
u159,42080,51120.72,47651.39,13.239995247148286,0,CheapestInsertion,LinKernighanHeuristic
u159,42080,51120.72,51120.72,21.484600760456278,0,CheapestInsertion,OptK
u159,42080,51120.72,46118.94,9.598241444866925,338,CheapestInsertion,OptOr
u159,42080,51120.72,47222.6,12.221007604562734,1145,CheapestInsertion,Opt3
u159,42080,51120.72,47651.39,13.239995247148286,36,CheapestInsertion,Opt2
u159,42080,46479.61,46267.74,9.951853612167296,0,FarthestInsertion,LinKernighanHeuristic
u159,42080,46479.61,46479.61,10.455346958174907,0,FarthestInsertion,OptK
u159,42080,46479.61,45646.67,8.475926806083645,174,FarthestInsertion,OptOr
u159,42080,46479.61,46403.29,10.27397813688213,575,FarthestInsertion,Opt3
u159,42080,46479.61,46267.74,9.951853612167296,18,FarthestInsertion,Opt2
u159,42080,451674.77,45744.72,8.708935361216733,1,RandomPathConstruction,LinKernighanHeuristic
u159,42080,451674.77,449032.27,967.0918963878327,0,RandomPathConstruction,OptK
u159,42080,451674.77,46141.18,9.651093155893536,1405,RandomPathConstruction,OptOr
u159,42080,451674.77,48939.56,16.30123574144486,1719,RandomPathConstruction,Opt3
u159,42080,451674.77,47374.14,12.581131178707222,30,RandomPathConstruction,Opt2
